"Title","Description","Link","Hackathon"
"Worldcoin Metaverse","Introducing FrameLife: Answer a few questions, and through your life choices guiding you through your journey, get a personalized NFT avatar generated by AI! Enter the metaverse uniquely with FrameLife's frame-based avatars.","https://ethglobal.b-cdn.net/projects/y1zc3/banner/default.jpg","FRAMEWORKS"
"Decent Portfolio","Turn chance encounters into meaningful connections. Let Serendipity Engine guide you through the Farcasterverse.","https://ethglobal.b-cdn.net/projects/msp47/banner/default.jpg","FRAMEWORKS"
"CertifiETH 4 Moodle","Frame for crypto-native subscriptions to creators/influencers in Farcaster feed","https://ethglobal.b-cdn.net/projects/gv4xf/banner/default.jpg","FRAMEWORKS"
"Face in Clouds","Craft your own RPG universe and elevate your social gaming experience with your blockchain activities! AI Quest, a text-based RPG built on the Farcaster framework, offers an evolving adventure shaped by your on-chain and Farcaster interactions.","https://ethglobal.b-cdn.net/projects/j0uo3/banner/default.jpg","FRAMEWORKS"
"NectarFinance","A no code platform to remove the hassle of write code each time you want to cast a frame. We provide you with various options to create your frames, add buttons, take input, and customise your POST if you have your own backend.","https://ethglobal.b-cdn.net/projects/3t4q6/banner/default.jpg","FRAMEWORKS"
"Polar","NFT Auctions in Frames! Sell with increased reach over all your channels!","https://ethglobal.b-cdn.net/projects/x9gqu/banner/default.jpg","FRAMEWORKS"
"samsar.gg","AI Hotdog or Not? A Farcaster Frame that inverts Silicon Valleys infamous hotdog id app but using humans to identify AI instead of AI to identify hotdogs","https://ethglobal.b-cdn.net/projects/ofpqa/banner/default.jpg","FRAMEWORKS"
"chAInsight","Create your unique web3-native linktree with our project, combining privy for easy social logins, frames.js for custom layouts, Next.js for a sleek frontend, serverless functions for seamless backend integration, and neon.db for a robust database. #web3 #Nextjs #serverless","https://ethglobal.b-cdn.net/projects/kuz4s/banner/default.jpg","FRAMEWORKS"
"Certificates","Using Privy, connect to your Farcaster account and start casting!","https://ethglobal.b-cdn.net/projects/6kpfp/banner/default.jpg","FRAMEWORKS"
"Meme DAO","AI-powered governance frames for voter engagement on Warpcast","https://ethglobal.b-cdn.net/projects/yht7b/banner/default.jpg","FRAMEWORKS"
"MayaVerse DAO","AuctioneerX is a Duction Auction Dapp but bids are now streamed.","https://ethglobal.b-cdn.net/projects/u1xrq/banner/default.jpg","FRAMEWORKS"
"RegenHands","PollCaster is a free no-code poll creation tool that allows for making customizable, extendable polls compatible with Open Frames standard.","https://ethglobal.b-cdn.net/projects/xcwi1/banner/default.jpg","FRAMEWORKS"
"Adlink","A social-network Farcaster client for developers that hands the power of transaction frames to its users. It allows them to create dynamic 'hire-me' cards, to enhance their visibility and spark collaborations in the dev market, using Pinata SDK and Frame.js.","https://ethglobal.b-cdn.net/projects/kf6ae/banner/default.jpg","FRAMEWORKS"
"Taik-Frames","Helps you strike conversations from people in your extended network and also find warm connects to them","https://ethglobal.b-cdn.net/projects/pahhq/banner/default.jpg","FRAMEWORKS"
"MediFund","A comprehensive library for generating frames in one step and obtaining detailed analytics for them","https://ethglobal.b-cdn.net/projects/35cax/banner/default.jpg","FRAMEWORKS"
"Video Caster","FundDAO Club allows you to manage investment clubs, and to spread access to participate in investment funds to anyone, decentralized, agile, and without bureaucracy.Implementing a comprehensive on-chain governance system","https://ethglobal.b-cdn.net/projects/r1g0y/banner/default.jpg","FRAMEWORKS"
"Farchive","Manage your ERC20/See trend tokens/Buy Degen from multichain","https://ethglobal.b-cdn.net/projects/4kezs/banner/default.jpg","FRAMEWORKS"
"social-connector","MemeSwap allows Farcaster users to buy/sell popular meme tokens inside frame.","https://ethglobal.b-cdn.net/projects/s3y8w/banner/default.jpg","FRAMEWORKS"
"FrameScout","Total Value Locked in Timeswap Liquidity Pool. Charts of All the chains can be shown in the frames by selecting it","https://ethglobal.b-cdn.net/projects/qdish/banner/default.jpg","FRAMEWORKS"
"toss-frame","Sr Degen, the Mexican bartender, loves hearing and gossiping about your tales. With a passion for cocktails, he's the ultimate listener and wingman, where each drink tells a unique customer story.","https://ethglobal.b-cdn.net/projects/2b76a/banner/default.jpg","FRAMEWORKS"
"frame-transact","Accessing ChatGPT in Farcaster Frames for interactive conversations in the social feed","https://ethglobal.b-cdn.net/projects/sjeaz/banner/default.jpg","FRAMEWORKS"
"ETHGlobal Frame","Security tool to check if a dapp URL is safe to use and report scams to ChainPatrol","https://ethglobal.b-cdn.net/projects/5ihsk/banner/default.jpg","FRAMEWORKS"
"OP Cast","Empowering Trust and Engagement on Farcaster through a reputation engine","https://ethglobal.b-cdn.net/projects/x5jxn/banner/default.jpg","FRAMEWORKS"
"Frame Start","No-code tool to build personalised frames based on user profile and activity","https://ethglobal.b-cdn.net/projects/m0j4k/banner/default.jpg","FRAMEWORKS"
"SuperFrame","No-code tool to build personalised frames based on user profile and activity","https://ethglobal.b-cdn.net/projects/m0j4k/banner/default.jpg","FRAMEWORKS"
"Sign up to get the latest news and updates on ETHGlobal","Santa bot is a Farcaster bot that allows casters to drop gifts for their audience that has engaged properly with the cast. It also provides supreme UX with the integration of Farcaster Frames.","https://ethglobal.b-cdn.net/projects/fndbt/banner/default.jpg","FRAMEWORKS"
"SuperFrame","Empowering Farcaster Influencers with Data Insights and Monetization Tools","https://ethglobal.b-cdn.net/projects/4at3y/banner/default.jpg","FRAMEWORKS"
"Framecaster","This dynamic tool enhances the way content creators and artists engage with their communities. With this extension, feedback is instant. It allows you to effortlessly gauge fan reactions to thumbnails, teasers of upcoming projects, and breathtaking artwork.","https://ethglobal.b-cdn.net/projects/tbqxp/banner/default.jpg","FRAMEWORKS"
"Kanan","Generate your Farcaster Circle image and mint it on blockchain.","https://ethglobal.b-cdn.net/projects/43vt5/banner/default.jpg","FRAMEWORKS"
"Flames","A simple farcaster frame on warpcast that tells you which friends character you cast like","https://ethglobal.b-cdn.net/projects/wdddp/banner/default.jpg","FRAMEWORKS"
"Worldwide Hub","Framalytics is a versatile platform that offers in-depth analytics, interactive data tools, scoring and ranking thats regards Frames.","https://ethglobal.b-cdn.net/projects/vajks/banner/default.jpg","FRAMEWORKS"
"ZenDad","Prediction market frame where users can bet on different outcomes within Farcaster","https://ethglobal.b-cdn.net/projects/frp2j/banner/default.jpg","FRAMEWORKS"
"SuggestMe Frame","We enable meme coin sniping through farcaster, so buying meme coin can be more accessible to farcaster users.","https://ethglobal.b-cdn.net/projects/yx3z4/banner/default.jpg","FRAMEWORKS"
"Far-away","View PoolTogether balance, deposit and withdraw on Optimism... all within a frame!","https://ethglobal.b-cdn.net/projects/78fd2/banner/default.jpg","FRAMEWORKS"
"QuizChain","Enhanced Bello with Frames for interactive blockchain insights, facilitating dynamic and engaging exploration of on-chain data.","https://ethglobal.b-cdn.net/projects/kyuhx/banner/default.jpg","FRAMEWORKS"
"framemint","🌟✨ Magic Maker is an enchanting web app that lets you craft your own fairy tales! Select a genre, choose your hero, and guide them through an immersive choose-your-own-adventure story. Get a unique tale based on your choices, leading to a satisfying conclusion.","https://ethglobal.b-cdn.net/projects/zzrfh/banner/default.jpg","FRAMEWORKS"
"Qubix","FarChurch: A bot and frame to track and share your daily thanksgiving reflections on Threads. Complete a 5-day quest and earn an NFT badge! Encouraging faith sharing and progress tracking.","https://ethglobal.b-cdn.net/projects/yve0y/banner/default.jpg","FRAMEWORKS"
"Memester","FSMMA Frame converted to OpenFrames standard making it available on XMTP","https://ethglobal.b-cdn.net/projects/4dd41/banner/default.jpg","FRAMEWORKS"
"Muse","Team up for this gambit! Choose black or white, vote for moves, and rack up points for your side. Chess with a twist!","https://ethglobal.b-cdn.net/projects/qt6d3/banner/default.jpg","FRAMEWORKS"
"The Token 8 Ball","FrameSea is an NFT Auctions dApp that runs entirely in Farcaster by using Frames Transactions. Expand the audience for your best sales by keeping the action where it’s hot: right in Warpcast, not in yet another closed ecosystem.","https://ethglobal.b-cdn.net/projects/6inis/banner/default.jpg","FRAMEWORKS"
"frame-charts","I wanted to do more but happy that I started the ball rolling with frames. I used frog to load the open source demo frame. So pleased that it worked. Looking forward to using my own content in the future.","https://ethglobal.b-cdn.net/projects/7vx2m/banner/default.jpg","FRAMEWORKS"
"Faxcaster","A Frames powered game where the social interactions are at it's core to leverage Farcaster being a social protocol. The goal is to train an AI model into AGI while distributing Knowledge or Noise with other players.","https://ethglobal.b-cdn.net/projects/yc9fh/banner/default.jpg","FRAMEWORKS"
"Sybil Daddy","We are giving the address from ENS Domain . We are using The Graph","https://ethglobal.b-cdn.net/projects/if9e5/banner/default.jpg","FRAMEWORKS"
"No project -_-","Cast Picker is an inframe onchain tool for creating giveaways and selecting winners from users who follow and like your cast.","https://ethglobal.b-cdn.net/projects/ymirh/banner/default.jpg","FRAMEWORKS"
"Frames Hub","Created a Farcaster frame for trending channels and to get casts and statistics for the channel","https://ethglobal.b-cdn.net/projects/edwmj/banner/default.jpg","FRAMEWORKS"
"Ranked Auction Frame","A Crafted a roguelite ASCII game using rot.js with a twist: a custom SVG renderer for Farcaster frames & saved world states. Unoptimized but scalable, it’s a playable demo with blockchain integration on the horizon.","https://ethglobal.b-cdn.net/projects/3uzey/banner/default.jpg","FRAMEWORKS"
"CocoFrame","a read-only no-framework hello-world frame featuring an image","https://ethglobal.b-cdn.net/projects/p2q8v/banner/default.jpg","FRAMEWORKS"
"FramePixel","n8n nodes designed to allow the easy creation of Farcaster frames","https://ethglobal.b-cdn.net/projects/851kx/banner/default.jpg","FRAMEWORKS"
"Allowlist Builder","Project contains infrastructure to render videos in frames as well as a new type of frame client which can render video elements","https://ethglobal.b-cdn.net/projects/veih4/banner/default.jpg","FRAMEWORKS"
"Adventure","Dynamic Boy is a platform where users can upload games, check ranking information, and share on social media, fostering interaction and competition within the gaming community.","https://ethglobal.b-cdn.net/projects/xpwo0/banner/default.jpg","FRAMEWORKS"
"Knowledge Cards","Single file val.town demo of creating a Farcaster frame in a single file","https://ethglobal.b-cdn.net/projects/ebcm4/banner/default.jpg","FRAMEWORKS"
"OnlyFrames","An NFT creation tool that lets your community mint a unique NFT by choosing a set of ingredients via a Farcaster Frame.","https://ethglobal.b-cdn.net/projects/oorsf/banner/default.jpg","FRAMEWORKS"
"LiveCaster","Empower your expertise by auctioning your time on Farcaster. Create event frames in 4 easy steps, discover your true value, and connect directly with followers eager to learn from you. Test your popularity, set your price, and transform connections into meaningful mentorships.","https://ethglobal.b-cdn.net/projects/z4um1/banner/default.jpg","FRAMEWORKS"
"FC Portfolio","Telemetry dashboard DApps allowing Chain and Graph data to be interacted with in a Frame.","https://ethglobal.b-cdn.net/projects/pjjmq/banner/default.jpg","FRAMEWORKS"
